"","neighborhood","dow","source","request_type","responsible_agency","request_details","count"
"815","Nob Hill","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",13
"816","Nob Hill","Sat","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"817","Nob Hill","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"818","Nob Hill","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"819","Nob Hill","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",10
"820","Nob Hill","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",7
"821","Nob Hill","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"822","Nob Hill","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",42
"823","Nob Hill","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"824","Nob Hill","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"825","Nob Hill","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",5
"826","Nob Hill","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"827","Nob Hill","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"828","North Beach","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"829","North Beach","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",34
"830","North Beach","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"831","North Beach","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",36
"832","North Beach","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"833","North Beach","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"834","North Beach","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"835","North Beach","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"836","North Beach","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"837","North Beach","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"838","North Beach","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",28
"839","North Beach","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"840","North Beach","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",32
"841","North Beach","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",11
"842","North Beach","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"843","North Beach","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"844","North Beach","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"845","North Beach","Tues","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"846","North Beach","Tues","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"847","North Beach","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"848","North Beach","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",21
"849","North Beach","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"850","North Beach","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",31
"851","North Beach","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"852","North Beach","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"853","North Beach","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"854","North Beach","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"855","North Beach","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"856","North Beach","Wed","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",15
"857","North Beach","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"858","North Beach","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",17
"859","North Beach","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"860","North Beach","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"861","North Beach","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",25
"862","North Beach","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"863","North Beach","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"864","North Beach","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"865","North Beach","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"866","North Beach","Wed","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"867","North Beach","Thurs","Integrated Agency","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"868","North Beach","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"869","North Beach","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",14
"870","North Beach","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",23
"871","North Beach","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"872","North Beach","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"873","North Beach","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",19
"874","North Beach","Thurs","Voice In","Damaged Parking_Meter","DPW BSM Queue","Parking_Meter",1
"875","North Beach","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"876","North Beach","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"877","North Beach","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"878","North Beach","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"879","North Beach","Fri","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"880","North Beach","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"881","North Beach","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",18
"882","North Beach","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"883","North Beach","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",28
"884","North Beach","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"885","North Beach","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"886","North Beach","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"887","North Beach","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"888","North Beach","Sat","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"889","North Beach","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",3
"890","North Beach","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"891","North Beach","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",13
"892","North Beach","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"893","North Beach","Sat","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"894","North Beach","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",39
"895","North Beach","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"896","North Beach","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",5
"897","North Beach","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"898","Ocean View","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"899","Ocean View","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",2
"900","Ocean View","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"901","Ocean View","Sun","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"902","Ocean View","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",3
"903","Ocean View","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"904","Ocean View","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"905","Ocean View","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"906","Ocean View","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"907","Ocean View","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"908","Ocean View","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",9
"909","Ocean View","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"910","Ocean View","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",12
"911","Ocean View","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"912","Ocean View","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",4
"913","Ocean View","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"914","Ocean View","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"915","Ocean View","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",16
"916","Ocean View","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"917","Ocean View","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"918","Ocean View","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"919","Ocean View","Tues","Web Self Service","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"920","Ocean View","Wed","Integrated Agency","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"921","Ocean View","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"922","Ocean View","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",11
"923","Ocean View","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"924","Ocean View","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"925","Ocean View","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"926","Ocean View","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"927","Ocean View","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",14
"928","Ocean View","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",10
"929","Ocean View","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"930","Ocean View","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"931","Ocean View","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"932","Ocean View","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"933","Ocean View","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"934","Ocean View","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"935","Ocean View","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"936","Ocean View","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"937","Ocean View","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"938","Ocean View","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"939","Ocean View","Fri","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",2
"940","Ocean View","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",8
"941","Ocean View","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"942","Ocean View","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"943","Ocean View","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"944","Ocean View","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",2
"945","Ocean View","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"946","Ocean View","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"947","Ocean View","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"948","Ocean View","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"949","Outer Mission","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"950","Outer Mission","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",8
"951","Outer Mission","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"952","Outer Mission","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"953","Outer Mission","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",4
"954","Outer Mission","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"955","Outer Mission","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"956","Outer Mission","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"957","Outer Mission","Sun","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"958","Outer Mission","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"959","Outer Mission","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"960","Outer Mission","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"961","Outer Mission","Mon","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",1
"962","Outer Mission","Mon","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"963","Outer Mission","Mon","Twitter","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"964","Outer Mission","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"965","Outer Mission","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"966","Outer Mission","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"967","Outer Mission","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"968","Outer Mission","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"969","Outer Mission","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"970","Outer Mission","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"971","Outer Mission","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"972","Outer Mission","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"973","Outer Mission","Tues","Voice In","Illegal_Dumping","DPW Ops Queue","Furniture",1
"974","Outer Mission","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",6
"975","Outer Mission","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"976","Outer Mission","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"977","Outer Mission","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",14
"978","Outer Mission","Tues","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"979","Outer Mission","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"980","Outer Mission","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",12
"981","Outer Mission","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"982","Outer Mission","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"983","Outer Mission","Wed","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"984","Outer Mission","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"985","Outer Mission","Wed","Voice In","Illegal_Dumping","DPW Ops Queue","Garbage",1
"986","Outer Mission","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"987","Outer Mission","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",8
"988","Outer Mission","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"989","Outer Mission","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",4
"990","Outer Mission","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",23
"991","Outer Mission","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",3
"992","Outer Mission","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",9
"993","Outer Mission","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"994","Outer Mission","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",14
"995","Outer Mission","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",3
"996","Outer Mission","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"997","Outer Mission","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",1
"998","Outer Mission","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"999","Outer Mission","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1000","Outer Mission","Fri","Twitter","Illegal_Dumping","Recology_Abandoned","Furniture",2
"1001","Outer Mission","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",1
"1002","Outer Mission","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1003","Outer Mission","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1004","Outer Mission","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1005","Outer Mission","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1006","Outer Mission","Fri","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1007","Outer Mission","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1008","Outer Mission","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",5
"1009","Outer Mission","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",5
"1010","Outer Mission","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",7
"1011","Outer Mission","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",2
"1012","Outer Mission","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1013","Outer Mission","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"1014","Outer Richmond","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1015","Outer Richmond","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1016","Outer Richmond","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"1017","Outer Richmond","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1018","Outer Richmond","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",5
"1019","Outer Richmond","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"1020","Outer Richmond","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"1021","Outer Richmond","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"1022","Outer Richmond","Mon","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1023","Outer Richmond","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1024","Outer Richmond","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",3
"1025","Outer Richmond","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1026","Outer Richmond","Mon","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1027","Outer Richmond","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",12
"1028","Outer Richmond","Mon","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",10
"1029","Outer Richmond","Mon","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",4
"1030","Outer Richmond","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",6
"1031","Outer Richmond","Tues","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1032","Outer Richmond","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",1
"1033","Outer Richmond","Tues","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1034","Outer Richmond","Tues","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1035","Outer Richmond","Tues","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1036","Outer Richmond","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",10
"1037","Outer Richmond","Tues","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",7
"1038","Outer Richmond","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1039","Outer Richmond","Tues","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"1040","Outer Richmond","Wed","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1041","Outer Richmond","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1042","Outer Richmond","Wed","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",8
"1043","Outer Richmond","Wed","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",1
"1044","Outer Richmond","Wed","Open311","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1045","Outer Richmond","Wed","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",3
"1046","Outer Richmond","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1047","Outer Richmond","Wed","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1048","Outer Richmond","Wed","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",6
"1049","Outer Richmond","Thurs","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1050","Outer Richmond","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",11
"1051","Outer Richmond","Thurs","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1052","Outer Richmond","Thurs","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1053","Outer Richmond","Thurs","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1054","Outer Richmond","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",16
"1055","Outer Richmond","Thurs","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"1056","Outer Richmond","Thurs","Voice In","Sidewalk_Cleaning","DPW BSM Queue","Sidewalk_Cleaning",1
"1057","Outer Richmond","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1058","Outer Richmond","Thurs","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",11
"1059","Outer Richmond","Fri","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",2
"1060","Outer Richmond","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",3
"1061","Outer Richmond","Fri","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",8
"1062","Outer Richmond","Fri","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1063","Outer Richmond","Fri","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",4
"1064","Outer Richmond","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",13
"1065","Outer Richmond","Fri","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1066","Outer Richmond","Fri","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",8
"1067","Outer Richmond","Sat","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1068","Outer Richmond","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"1069","Outer Richmond","Sat","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"1070","Outer Richmond","Sat","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"1071","Outer Richmond","Sat","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",11
"1072","Outer Richmond","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",15
"1073","Outer Richmond","Sat","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",6
"1074","Outer Richmond","Sat","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1075","Outer Richmond","Sat","Voice In","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
"1076","Outer Sunset","Sun","Open311","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",2
"1077","Outer Sunset","Sun","Open311","Illegal_Dumping","DPW Ops Queue","Garbage",1
"1078","Outer Sunset","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",8
"1079","Outer Sunset","Sun","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",9
"1080","Outer Sunset","Sun","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",3
"1081","Outer Sunset","Sun","Twitter","Illegal_Dumping","Recology_Abandoned","Garbage",1
"1082","Outer Sunset","Sun","Voice In","Damaged Parking_Meter","DPT Meter_Bike Queue","Parking_Meter",13
"1083","Outer Sunset","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Furniture",5
"1084","Outer Sunset","Sun","Voice In","Illegal_Dumping","Recology_Abandoned","Garbage",4
"1085","Outer Sunset","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Human_waste_or_urine",2
"1086","Outer Sunset","Sun","Voice In","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",7
"1087","Outer Sunset","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Furniture",7
"1088","Outer Sunset","Mon","Open311","Illegal_Dumping","Recology_Abandoned","Garbage",7
"1089","Outer Sunset","Mon","Open311","Sidewalk_Cleaning","DPW Ops Queue","Sidewalk_Cleaning",2
"1090","Outer Sunset","Mon","Twitter","Sidewalk_Cleaning","Recology_Abandoned","Sidewalk_Cleaning",1
